x,y,outcome
34.42,287.7,0
6.71,156.8,0
37.80,297.6,0
11.34,292.0,0
13.16,218.9,1
29.29,189.9,0
30.71,123.0,0
16.34,143.5,0
18.07,197.0,0
12.01,246.3,0
36.55,177.2,1
21.53,245.3,0
18.90,223.1,1
8.11,199.8,0
24.88,125.9,1
12.29,124.8,1
38.86,217.9,1
35.59,131.7,1
10.68,278.9,0
33.70,133.3,0
25.90,115.2,0
12.77,288.0,1
14.51,139.7,0
34.69,258.4,0
39.03,214.1,0
31.35,208.6,1
9.69,187.1,1
28.58,297.1,1
33.68,244.7,0
36.64,233.2,0
8.54,111.7,0
11.23,254.7,0
27.56,143.3,0
1.62,283.9,0
34.50,273.3,1
12.31,219.3,1
1.43,276.6,0
8.68,123.4,0
25.13,290.3,0
19.10,192.4,0
8.77,170.8,0
24.00,119.1,0
3.09,147.0,0
29.44,215.8,1
3.64,248.7,0
4.23,144.4,0
16.70,148.8,0
8.26,192.9,1
19.98,126.5,0
37.53,170.6,1
7.23,295.4,0
0.51,103.1,0
31.10,114.8,0
28.88,148.6,0
25.31,122.6,0
34.11,151.0,0
35.62,190.6,1
32.19,121.4,0
1.76,250.7,1
35.63,106.8,0
3.32,197.2,0
16.27,235.9,0
39.77,243.6,0
15.30,128.1,1
20.85,154.5,0
11.48,255.4,0
30.68,161.5,1
35.99,169.5,1
0.69,270.0,0
39.87,286.1,0
8.13,111.3,0
27.46,218.6,0
20.88,245.1,0
29.45,193.3,0
5.71,252.3,0
14.76,198.6,1
17.08,241.9,0
30.23,295.1,0
30.65,121.6,1
4.78,280.6,0
22.94,279.1,1
9.70,173.6,0
32.83,135.1,1
38.20,266.2,0
36.92,163.5,0
24.78,185.3,0
39.84,128.6,0
1.08,296.1,0
18.48,220.3,0
9.32,228.1,0
8.83,144.9,1
29.95,197.6,1
15.55,258.0,0
27.59,278.3,0
27.04,174.3,0
22.71,235.4,0
38.72,228.4,0
13.58,177.7,1
10.69,256.4,0
19.56,115.0,0
7.46,168.7,1
7.71,239.7,0
18.04,235.0,0
5.19,170.0,0
3.17,143.7,0
28.87,105.1,0
18.79,282.5,0
7.27,275.5,0
34.25,193.8,0
29.13,149.0,1
28.36,135.6,0
25.17,129.4,0
2.53,270.9,0
1.28,267.9,0
31.95,267.9,1
8.45,156.2,0
0.29,188.8,1
14.82,222.5,1
19.73,234.2,0
17.96,184.9,0
2.98,135.9,0
34.62,112.0,0
5.13,231.6,0
8.95,177.2,0
27.69,150.4,0
28.13,244.9,0
27.25,151.4,0
1.63,176.1,0
38.00,216.4,0
18.56,266.7,0
26.26,230.4,1
3.16,116.6,0
27.41,101.0,0
11.26,269.8,0
32.92,220.7,1
35.98,173.4,1
37.68,160.6,0
15.82,211.2,0
29.02,257.3,0
33.45,136.7,0
38.65,255.7,1
1.38,184.8,1
1.69,174.8,0
25.17,208.3,0
24.66,104.2,0
22.73,238.7,1
32.36,214.9,1
36.97,128.8,1
25.23,289.3,0
35.92,204.9,1
31.33,185.6,0
35.21,201.6,1
25.55,235.0,0
16.22,220.5,0
9.42,180.3,0
27.75,247.9,0
27.92,148.7,1
1.23,159.9,0
23.12,100.4,0
17.86,211.3,0
28.80,131.2,0
23.45,283.3,1
29.66,294.3,0
38.51,230.8,1
21.66,112.9,0
10.46,163.3,0
9.52,243.5,0
21.13,113.4,1
25.15,126.8,0
3.12,284.2,0
25.05,283.6,0
38.58,113.8,0
8.71,134.8,0
4.15,221.6,0
29.42,240.3,1
24.35,153.5,0
27.67,288.8,0
31.63,266.1,0
24.74,120.5,1
27.24,262.0,0
1.25,231.0,0
6.20,249.5,0
20.51,114.7,1
14.97,161.2,1
7.38,239.6,0
3.21,175.8,0
16.31,249.9,0
24.98,212.6,0
7.11,260.9,1
2.85,246.8,0
28.85,216.2,0
8.96,204.6,0
2.89,198.8,1
16.26,127.5,1
37.59,171.8,1
35.71,126.2,0
30.34,294.9,0
25.74,274.2,0
29.24,112.0,0
0.02,201.3,0
35.71,127.6,1
37.81,259.4,0
6.13,212.6,0
6.41,263.0,0
4.37,177.4,0
30.00,141.8,0
16.68,140.6,1
24.61,192.7,0
35.43,209.6,1
23.10,270.1,0
33.87,219.1,1
33.63,122.6,0
12.67,246.9,0
26.95,209.4,0
23.61,221.6,0
36.82,284.2,0
15.23,269.6,0
1.79,255.5,1
36.22,110.8,1
2.57,276.0,0
27.24,128.1,1
28.05,118.1,0
11.16,137.0,0
28.95,264.2,0
4.25,289.5,0
9.56,131.7,0
33.87,256.8,1
10.02,148.3,0
5.20,129.2,0
17.14,257.2,0
30.97,193.1,0
6.10,136.5,0
20.45,281.0,0
36.09,115.9,1
3.44,239.4,0
13.74,222.1,0
13.45,209.1,0
22.39,125.3,0
27.31,109.9,0
5.81,285.9,0
2.25,101.0,1
16.90,228.1,0
8.40,281.2,0
35.43,167.9,0
28.47,179.2,0
30.95,272.9,1
4.40,254.6,0
39.68,166.9,1
33.57,213.1,0
14.71,169.0,1
18.78,192.8,0
4.71,217.1,0
4.51,187.7,0
17.71,151.7,0
16.72,282.5,1
37.61,189.6,1
18.45,284.9,0
15.75,134.5,0
23.54,168.7,0
36.16,108.8,1
14.34,272.3,0
28.18,114.4,0
24.58,232.7,1
2.51,135.2,0
16.31,255.1,0
22.73,109.8,1
1.49,105.3,0
39.29,226.1,0
4.39,155.5,0
6.36,255.2,1
4.76,129.8,0
8.40,260.8,0
13.86,295.3,0
29.22,192.4,0
27.97,272.9,1
12.88,175.0,0
14.21,124.1,0
6.36,112.0,0
11.24,292.1,0
4.84,276.0,0
35.82,151.8,1
7.55,151.2,1
10.04,235.8,0
7.24,190.4,1
24.91,207.7,1
11.52,141.0,0
22.53,152.4,1
17.91,135.8,0
13.66,115.8,0
16.53,207.0,0
3.88,146.2,1
0.49,299.3,0
0.66,156.1,0
6.00,103.6,0
2.74,297.6,0
15.52,112.5,0
27.00,269.9,0
6.14,269.8,0
26.53,117.1,0
34.42,178.5,0
19.08,280.4,0
34.98,164.8,0
10.27,152.1,0
38.71,240.9,1
16.22,126.2,0
10.83,182.6,0
3.51,174.6,0
11.14,107.2,1
22.78,204.5,0
21.24,238.2,0
30.41,289.9,1
34.82,210.7,1
11.43,148.5,0
17.15,269.4,1
26.44,141.5,0
30.19,290.8,0
37.04,275.4,1
3.39,139.6,0
39.09,179.4,0
18.69,257.9,0
7.42,126.5,1
23.01,120.3,0
34.23,156.4,0
7.07,217.8,0
5.64,292.5,0
25.29,125.1,0
16.85,255.2,0
26.24,209.2,1
24.11,263.9,0
31.45,222.2,0
28.31,293.7,1
17.33,259.3,0
21.12,256.8,0
7.32,197.8,0
24.34,213.2,0
10.27,265.1,0
11.74,258.1,0
21.34,282.6,0
5.42,265.8,1
28.43,162.5,0
4.97,237.0,0
7.36,160.0,0
1.88,245.9,0
26.23,286.4,0
38.17,276.1,0
9.62,241.6,0
17.38,157.7,0
24.55,253.2,0
19.57,202.4,0
0.19,195.2,0
28.70,147.9,0
12.76,257.7,0
34.91,138.2,0
20.20,160.8,0
31.29,107.7,0
23.67,290.5,1
39.23,202.2,1
23.94,216.8,0
26.86,284.7,1
28.67,221.5,0
39.77,271.0,0
10.96,104.5,0
33.93,161.8,1
4.10,181.2,0
21.77,228.2,0
8.90,142.4,0
1.44,242.0,0
25.97,217.8,1
19.23,284.4,0
2.15,108.0,0
37.97,199.0,0
33.45,242.3,0
36.91,232.5,1
33.66,252.0,1
28.75,127.9,0
30.22,267.0,1
34.93,151.4,1
0.64,102.5,0
30.58,116.4,1
21.58,163.8,0
17.93,211.3,0
37.66,287.1,1
1.82,276.2,0
17.69,167.4,1
21.05,269.8,1
16.69,111.6,0
29.95,136.5,0
23.98,155.4,1
14.95,153.5,0
29.87,135.9,1
24.18,113.4,1
15.62,270.3,0
19.20,281.4,0
2.13,234.8,0
33.99,154.7,0
35.66,132.2,1
27.27,198.9,0
1.76,259.0,0
3.31,167.2,0
15.29,166.9,0
10.86,198.5,0
19.06,150.6,0
16.43,162.8,0
26.35,122.3,1
16.15,160.5,0
11.46,132.9,0
23.68,161.9,0
30.05,112.4,0
29.68,102.4,0
3.38,268.7,1
29.21,249.9,0
26.90,206.5,0
16.51,136.8,0
8.54,267.7,0
17.20,145.9,0
35.14,152.9,1
23.38,127.1,0
8.62,150.9,0
30.26,114.1,1
10.50,270.8,0
37.34,132.6,1
34.82,192.2,0
17.46,196.7,1
9.61,297.7,0
3.94,292.1,0
6.31,129.0,0
8.50,164.5,0
32.65,134.5,1
13.66,130.0,0
35.76,130.9,1
21.56,196.7,0
7.15,171.2,0
19.60,277.1,0
31.85,147.8,0
37.30,288.3,0
17.24,220.8,0
9.88,176.1,0
5.65,290.7,0
38.95,180.3,1
24.70,289.3,0
20.16,182.8,0
39.29,184.2,0
2.37,299.2,1
29.37,257.5,1
26.31,261.2,0
7.26,181.9,0
12.71,244.4,0
36.74,142.1,0
31.94,262.0,0
6.39,167.6,0
30.00,289.6,0
14.76,246.6,0
5.46,215.8,0
15.27,102.7,0
15.27,193.6,1
1.51,168.6,1
16.05,101.1,0
12.19,284.3,0
3.68,222.0,0
20.60,177.2,0
22.64,128.9,0
17.56,120.2,0
15.06,143.5,0
23.19,236.9,0
2.30,236.3,0
4.53,118.9,0
17.57,263.1,0
32.58,285.2,1
7.87,109.9,1
24.71,202.3,0
8.68,219.5,0
15.10,265.4,0
33.82,206.1,0
26.05,260.9,0
24.10,122.3,0
28.61,218.4,1
21.51,257.5,0
26.74,222.4,1
23.18,140.7,0
26.21,266.8,0
2.04,119.7,0
18.65,276.5,0
31.48,193.7,0
8.83,204.3,0
21.40,137.9,0
3.63,153.9,0
32.99,248.5,1
9.15,285.4,0
39.16,293.2,0
1.77,292.7,0
20.96,268.4,0
27.84,134.8,1
38.68,134.5,1
2.93,237.8,0
11.38,287.0,0
27.92,234.7,0
30.74,178.8,0
26.00,212.0,0
28.54,235.2,0
21.59,199.4,0
0.90,208.9,0
10.32,188.1,1
19.78,268.3,0
15.08,155.2,0
6.65,140.4,0
6.27,153.2,0
38.50,249.9,0
36.42,137.0,0
6.43,246.5,0
17.24,276.1,0
21.17,289.8,0
0.32,113.8,1
17.99,117.5,0
36.94,165.9,1
20.51,257.9,1
30.30,149.2,0
32.82,269.2,0
28.45,212.6,0
13.28,182.6,0
27.05,102.1,0
15.66,126.6,0
7.65,141.0,0
23.50,169.5,0
34.29,117.0,0
21.28,243.6,0
0.30,216.3,0
23.16,296.8,0
35.74,236.2,1
21.47,229.4,0
20.54,265.5,0
37.36,131.0,0
0.88,165.1,0
32.20,110.8,0
5.85,214.4,0
10.67,201.7,0
16.45,274.6,0
38.49,265.4,0
36.18,111.8,0
10.54,120.3,0
26.12,109.3,0
10.72,217.8,1
20.06,249.8,0
31.44,146.9,0
6.97,250.4,0
19.37,245.0,0
20.56,195.1,1
27.13,172.4,0
24.50,265.3,0
23.10,284.1,1
5.08,109.4,0
34.63,101.4,1
28.82,223.2,0
25.72,243.3,0
36.06,106.8,1
18.72,131.7,1
36.42,247.0,0
31.39,179.6,1
16.50,154.0,0
39.39,112.2,0
4.17,128.0,1
22.95,189.6,0
34.63,184.1,1
12.44,163.7,0
33.32,149.8,0
16.30,114.7,0
34.97,181.9,0
39.99,128.6,0
33.32,142.9,0
32.25,206.6,0
6.75,204.3,0
30.25,296.3,0
19.86,289.6,0
4.83,154.0,0
21.21,188.8,0
32.30,184.6,0
37.54,297.5,0
34.84,190.3,0
10.48,281.4,0
28.47,102.2,1
18.70,283.0,0
24.04,257.9,0
0.63,171.8,0
9.37,298.0,0
19.01,122.1,0
15.96,139.5,0
4.35,180.2,0
25.84,294.2,0
15.90,191.7,0
33.43,121.8,0
15.17,223.6,0
30.54,289.8,0
27.46,167.7,0
37.25,182.7,1
24.23,155.4,0
8.39,238.5,0
8.72,290.5,0
10.75,104.9,0
11.89,244.8,0
1.17,152.9,0
35.98,124.2,1
33.28,129.1,0
25.73,147.6,0
11.52,187.3,1
21.68,241.0,1
31.27,200.1,0
34.60,204.3,0
15.20,178.8,0
29.01,110.8,0
37.23,222.9,1
22.04,165.6,0
23.26,155.9,0
21.15,113.8,1
11.21,183.8,0
19.74,122.7,0
23.64,280.1,0
34.39,244.5,1
17.22,159.0,1
5.49,291.6,0
12.92,254.8,0
11.67,223.3,1
26.19,248.1,0
36.77,212.8,0
30.82,163.5,0
24.34,168.7,0
23.46,260.9,0
27.84,264.8,0
15.70,159.2,0
12.71,220.8,1
38.33,125.4,0
33.10,200.8,1
24.26,233.2,1
33.97,175.6,1
15.50,105.4,0
37.64,181.3,1
14.49,217.0,0
9.94,104.5,0
1.52,235.5,0
7.21,163.7,1
20.80,113.2,1
8.03,118.4,0
20.89,292.8,0
26.96,124.2,0
25.03,155.2,0
17.77,263.2,0
16.59,177.4,0
18.12,253.8,0
23.24,179.9,0
6.69,264.3,0
10.80,112.2,0
31.90,223.7,0
3.96,141.2,1
11.33,152.9,0
5.30,257.0,0
14.34,122.4,0
35.44,296.1,0
27.99,228.0,0
27.54,248.8,0
36.49,186.4,0
15.87,210.8,1
27.67,214.6,0
1.82,261.7,0
22.00,170.8,0
10.50,202.2,1
15.03,107.4,0
36.71,198.6,1
26.66,272.8,0
9.87,100.6,0
1.67,179.3,0
13.71,254.9,0
14.62,143.0,0
0.39,231.0,0
32.10,110.7,1
16.47,129.2,0
13.86,185.7,0
39.07,285.2,0
9.58,256.1,1
5.91,234.9,0
5.81,197.1,0
31.09,282.1,0
30.34,226.0,0
3.47,226.0,0
0.29,204.5,0
19.95,293.5,0
31.93,166.5,1
5.75,268.4,0
5.60,266.9,1
1.63,248.6,0
15.54,149.2,0
14.11,148.9,0
39.01,105.0,1
30.99,236.5,0
11.35,275.5,0
16.86,249.4,0
29.36,122.9,0
0.49,110.3,1
11.65,199.5,0
7.17,143.1,0
30.87,120.3,1
35.86,276.9,0
9.63,270.8,0
22.23,115.9,1
38.33,206.1,0
25.09,206.0,1
36.11,171.3,0
38.48,153.0,1
31.03,173.4,1
1.18,291.1,0
38.55,288.1,0
37.24,185.1,1
34.73,166.9,1
20.69,192.9,0
14.93,171.2,0
2.53,288.0,0
5.10,112.5,0
13.83,102.1,0
34.62,151.8,0
30.82,290.0,0
19.18,129.5,0
11.98,239.3,0
36.69,272.1,0
32.56,136.0,0
23.06,112.0,1
17.02,135.2,0
26.85,295.8,0
28.97,162.1,0
14.93,116.4,1
20.36,136.0,1
13.62,115.9,0
24.75,130.1,0
32.93,226.2,0
10.11,280.2,0
36.60,177.4,0
12.51,109.0,1
29.72,280.0,0
13.66,138.1,0
2.54,216.6,0
9.67,142.8,0
19.56,275.4,0
29.48,264.3,0
35.05,244.6,1
5.36,113.7,0
8.49,273.8,0
20.21,186.6,0
23.14,104.7,0
34.42,141.3,1
36.45,198.4,1
34.65,101.2,0
23.52,293.0,0
35.54,216.3,1
12.69,242.3,0
24.21,190.5,0
0.21,158.5,0
23.84,227.8,0
18.57,146.7,0
31.87,154.1,0
34.50,219.4,1
14.87,275.8,0
10.79,128.8,0
11.97,257.2,0
6.21,179.0,0
1.43,226.6,0
22.01,200.6,0
22.85,255.8,0
25.45,293.1,0
35.98,251.5,1
3.67,260.9,1
37.23,117.4,1
22.62,202.9,0
11.35,102.5,0
15.05,229.1,0
6.15,199.3,0
6.55,224.0,1
21.07,112.3,1
12.08,197.4,0
4.78,218.3,0
36.02,220.8,1
20.34,294.5,0
31.33,268.4,1
9.12,292.7,1
27.97,228.1,0
31.57,196.2,0
3.76,160.5,0
7.56,275.7,0
9.03,153.4,0
11.04,209.3,1
11.63,165.7,1
15.18,175.9,0
2.88,135.8,0
33.12,241.4,0
33.56,113.2,1
28.64,169.2,1
29.45,162.2,0
22.41,270.9,0
29.61,275.0,0
33.94,103.7,1
12.80,277.3,0
19.33,222.4,0
18.07,168.8,1
18.38,177.5,0
37.63,247.0,1
22.59,170.2,0
1.06,173.8,0
2.74,128.1,0
0.03,222.3,1
32.39,164.3,1
36.95,283.3,1
15.97,237.7,0
22.59,173.1,0
20.74,186.2,0
26.93,288.5,0
8.39,263.1,0
28.40,254.7,1
17.22,118.4,0
13.82,232.4,0
1.37,297.9,1
33.20,231.2,1
31.19,147.0,1
8.58,128.9,0
5.64,140.6,0
34.74,204.1,0
36.50,288.3,0
32.56,129.8,0
9.61,280.0,0
16.62,173.5,0
26.26,283.8,1
7.15,231.5,0
10.84,208.3,0
28.74,131.7,0
7.32,203.3,0
0.28,112.7,0
3.27,194.8,0
36.97,295.9,0
11.49,296.6,0
9.33,257.9,0
12.07,287.7,0
20.63,207.9,0
34.75,266.7,0
6.10,295.1,0
10.19,295.5,0
24.26,190.6,0
33.52,286.3,1
30.72,230.9,0
36.36,108.2,1
1.40,260.1,0
17.39,197.5,0
3.83,143.6,0
11.26,221.8,0
19.72,179.4,0
5.96,142.7,0
14.22,166.0,0
23.76,162.4,0
17.75,210.5,0
16.72,222.1,0
6.45,281.7,0
20.51,179.7,0
12.59,170.4,0
12.72,198.6,0
23.64,109.2,0
4.13,111.7,0
25.77,216.2,0
27.14,267.2,0
27.93,205.5,0
36.68,174.5,0
10.25,205.2,0
18.19,183.0,0
8.26,253.3,0
35.24,113.5,1
23.89,122.2,0
39.32,202.1,0
3.50,275.2,0
37.39,114.5,0
14.38,275.9,0
36.16,295.1,0
16.54,296.6,0
11.18,233.4,0
29.98,193.5,0
7.99,158.0,0
3.15,237.1,0
11.10,191.5,0
5.90,137.3,0
18.20,229.8,0
19.93,296.5,0
32.50,194.4,0
11.10,274.0,0
10.93,163.6,0
20.31,214.3,1
0.25,255.7,0
16.40,227.6,0
1.45,169.5,0
20.80,129.9,1
14.17,180.4,0
32.59,103.9,1
4.48,244.4,0
30.95,225.1,0
2.46,197.2,0
20.26,206.6,0
29.04,277.7,0
23.76,141.1,0
37.00,161.8,0
29.32,151.6,1
4.87,231.9,0
22.75,253.4,0
37.34,260.6,0
38.68,143.6,1
38.26,108.6,1
26.51,185.8,0
0.43,185.3,0
38.42,106.2,0
37.04,237.8,0
5.74,274.2,0
38.02,104.6,0
39.92,136.3,0
13.60,136.3,1
1.88,268.3,0
31.82,173.0,1
7.48,283.8,1
2.81,181.3,0
3.24,160.3,0
2.72,213.9,1
38.16,272.0,1
2.52,294.1,0
11.71,117.9,0
34.25,181.9,1
22.16,164.4,0
6.29,142.1,0
27.43,104.8,1
39.59,291.8,1
26.08,255.4,0
6.84,275.3,0
12.86,245.8,1
22.46,247.2,0
16.95,225.7,1
27.01,296.6,0
23.12,125.6,0
9.88,227.9,1
32.28,280.1,1
36.22,158.7,1
38.12,163.6,0
22.96,141.4,0
24.52,237.3,1
22.90,242.5,0
2.63,132.3,0
9.70,176.0,0
16.53,130.0,0
25.05,235.9,0
29.24,213.2,0
37.64,203.0,0
19.45,114.7,1
37.78,214.7,0
12.40,123.0,0
28.67,265.1,0
36.52,243.7,0
29.64,155.8,0
3.59,176.9,0
31.08,269.8,0
1.24,104.9,0
28.40,151.4,1
20.23,274.7,0
26.16,213.7,0
15.80,224.7,0
1.68,186.9,0
28.44,122.8,1
38.85,131.1,0
24.86,234.6,1
18.15,214.4,1
17.29,120.4,1
30.23,240.8,0
21.43,129.1,0
8.74,201.4,0
35.37,261.7,1
36.87,208.9,0
9.66,257.1,1
8.20,276.4,0
24.17,123.3,0
29.51,152.4,1
23.64,257.9,1
5.75,209.7,0
17.93,194.2,0
17.51,253.7,0
17.88,178.2,0
37.15,249.1,0
21.70,270.5,0
22.33,117.0,0
23.35,137.1,0
36.52,160.9,0
27.98,281.3,0
31.08,138.8,0
25.01,141.7,1
24.75,187.2,0
34.10,233.8,0
25.81,249.3,0
31.98,206.9,0
16.24,125.3,0
5.01,228.3,0
36.81,109.4,1
28.54,145.1,0
3.69,129.0,0
35.22,266.7,0
5.63,179.0,1
36.82,116.4,0
33.51,105.3,1
18.83,220.3,0
29.94,217.8,0
2.33,136.0,0
25.33,246.8,1
6.18,299.0,0
32.59,271.7,0
22.16,285.8,0
13.88,209.6,0
20.83,135.5,0
1.46,103.9,0
4.97,128.7,0
26.42,211.8,0
5.89,252.6,0
30.18,287.6,1
4.28,224.6,0
22.19,102.5,1
29.66,169.9,0
6.51,118.5,0
2.98,254.4,0
28.75,207.6,0
5.31,261.8,0
26.60,227.7,1
32.81,247.1,0
28.02,250.4,1
9.75,187.3,0
24.67,239.7,0
29.33,185.2,0
21.59,117.5,1
23.97,273.0,0
15.97,210.4,0
24.86,180.3,0
10.48,198.0,0
36.43,210.6,0
9.60,220.5,0
30.90,103.0,1
33.43,176.2,1
10.69,251.3,0
32.26,167.1,1
2.05,236.0,0
27.06,205.0,1
6.01,177.5,0
20.21,126.3,0
35.40,155.9,1
38.31,147.4,1
21.52,108.6,0
3.75,144.2,0
15.95,263.9,0
19.27,125.1,0
2.74,229.3,0
10.27,265.0,0
27.48,228.1,0
35.44,106.2,1
8.81,267.8,0
9.26,211.5,0
1.21,160.2,1
32.28,178.4,1
31.62,232.1,0
7.46,253.3,0
9.65,260.0,0
10.77,131.6,0
19.75,139.4,0
39.35,191.0,0
31.01,144.5,0
19.53,261.3,0
24.85,274.5,0
27.24,136.7,0
11.74,107.1,0
5.27,109.2,0
17.05,279.7,0
19.85,144.7,0
8.26,278.8,0
32.63,107.6,1
10.38,228.0,0
7.16,225.7,0
4.70,106.9,0
29.99,201.2,1
25.10,203.7,0
7.09,267.8,0
1.12,115.1,0
28.82,171.2,0
10.85,149.1,0
31.33,173.8,0
13.29,132.9,0
19.52,186.5,0
13.14,250.5,0
23.24,285.9,1
9.08,114.2,1
28.50,277.3,0
18.63,255.6,0
34.89,246.2,0
38.90,257.8,0
3.10,290.3,0
8.29,235.6,0
6.20,174.0,1
35.52,253.6,0
38.57,107.4,1
31.22,115.0,0
20.46,242.0,1
24.99,262.5,0
11.14,286.6,0
32.21,179.5,1
15.50,111.9,0
5.43,196.1,0
6.54,108.7,0
18.89,107.1,0
36.69,197.1,1
33.43,102.2,0
26.94,170.9,1
5.26,164.3,1
8.55,226.7,1
34.41,183.3,0
20.97,101.1,0
33.48,111.0,0
11.19,120.8,0
38.12,263.6,0
9.10,211.9,0
25.21,215.9,0
5.39,270.8,0
10.85,246.8,0
1.82,167.9,0
5.03,239.2,1
25.35,110.0,1
34.18,137.8,1
6.44,281.4,0
7.87,167.4,0
39.93,178.1,1
34.78,102.8,1
12.23,294.5,0
21.25,177.5,0
3.12,229.4,1
13.99,271.0,0
33.09,182.7,1
37.33,287.2,1
1.98,282.0,0
18.57,282.8,0
24.64,266.4,1
1.55,151.0,0
20.68,271.5,0
6.72,277.1,0
8.40,266.2,0
26.56,298.6,0
7.36,276.5,0
2.44,266.7,0
36.28,283.7,0
35.92,215.6,1
30.26,265.2,1
23.01,166.1,1
39.33,166.4,0
5.48,246.7,0
29.58,192.6,1
1.55,131.5,1
25.19,276.5,0
16.17,272.7,0
19.68,183.8,0
4.98,158.0,1
23.45,119.3,0
20.69,285.5,0
31.85,285.6,0
11.52,129.3,0
20.18,141.8,0
8.68,214.8,0
36.87,255.6,1
38.67,246.0,0
5.68,208.3,0
1.19,152.2,0
7.41,220.6,0
28.66,114.0,0
1.81,105.2,0
2.98,198.9,0
2.81,174.6,0
33.78,277.8,0
18.78,293.3,0
17.20,180.8,1
1.44,129.9,0
1.05,179.1,1
13.64,255.2,0
10.50,100.1,0
30.85,282.2,0
27.14,185.0,0
2.57,231.0,0
1.64,217.3,0
35.54,250.1,1
29.75,116.2,0
26.75,283.4,0
5.25,267.5,0
16.04,110.8,0
23.96,294.9,0
29.41,207.5,1
7.73,188.7,1
1.80,191.7,0
21.31,105.0,0
14.57,103.0,0
22.41,206.2,1
34.59,292.0,1
11.73,175.3,0
2.01,139.1,0
39.60,151.1,1
0.27,112.6,0
30.32,244.6,0
11.91,241.7,0
34.21,190.6,1
23.06,214.4,1
20.82,222.8,0
16.92,239.3,0
6.48,280.5,0
33.55,259.9,1
13.86,101.4,0
13.33,121.9,0
8.41,296.1,0
2.66,234.7,0
20.83,169.4,1
5.96,184.1,0
5.24,189.4,0
29.66,184.9,0
30.43,201.6,0
36.12,278.4,0
14.22,141.5,1
22.06,216.1,0
28.87,208.7,0
15.88,229.0,0
8.41,285.3,0
36.04,262.8,0
20.56,140.6,1
25.45,244.0,1
34.36,295.3,0
12.63,295.2,1
17.90,162.7,0
22.57,195.1,1
14.51,228.3,0
28.44,283.7,0
4.25,274.8,0
36.40,186.0,0
19.72,113.1,0
12.16,117.5,0
5.05,295.1,0
0.67,278.6,1
32.50,154.1,1
16.75,213.2,0
17.35,234.7,1
3.71,184.9,0
39.46,265.3,1
26.91,278.9,0
27.20,151.3,1
37.36,115.3,1
34.04,145.7,1
23.52,272.0,0
37.57,271.3,0
11.33,273.8,0
30.58,228.5,0
28.92,201.6,0
39.98,144.1,1
16.31,252.5,0
33.55,187.5,0
12.61,257.3,0
31.27,239.5,0
5.61,107.1,0
33.63,125.1,0
1.32,118.4,0
27.71,116.7,1
38.98,214.1,0
12.30,249.0,0
13.06,244.6,0
8.81,269.3,1
29.35,189.1,1
34.95,224.4,1
12.83,281.7,0
7.35,202.4,0
0.34,130.8,0
31.89,249.4,1
5.48,239.2,0
16.77,152.7,0
1.73,216.8,0
27.58,202.9,1
14.46,127.3,0
12.06,159.8,0
5.33,264.3,0
7.26,202.6,0
34.52,190.8,0
16.91,259.7,0
35.96,272.7,1
31.82,242.2,0
4.88,289.3,0
11.51,129.9,0
20.39,261.9,0
37.57,112.8,0
13.98,270.6,0
21.02,241.0,0
16.42,156.1,0
12.44,166.7,1
17.61,112.8,0
1.31,270.8,0
0.61,251.9,0
1.67,273.1,0
11.77,131.3,0
16.05,155.0,0
23.71,212.6,0
38.97,106.2,1
12.39,282.0,0
12.36,242.2,0
18.04,203.0,0
4.08,225.7,0
22.73,125.2,1
17.81,190.4,1
31.15,260.0,1
4.59,130.5,0
8.80,127.5,0
16.52,144.2,0
5.67,115.6,0
14.57,203.8,0
13.09,260.7,0
0.65,189.9,0
21.18,167.3,1
32.94,271.4,1
33.05,211.8,0
5.18,169.9,0
17.11,175.0,0
16.54,175.2,0
5.56,101.5,0
35.82,272.9,1
0.99,243.1,1
6.47,251.0,0
28.01,108.4,0
1.66,216.7,1
22.83,267.1,0
34.21,114.0,0
38.34,196.8,1
30.37,145.2,1
0.18,146.0,1
24.24,209.6,0
3.00,274.8,1
20.96,227.2,0
39.17,275.4,0
32.96,122.7,0
34.64,206.4,1
2.56,293.9,0
39.14,167.9,0
3.83,221.6,1
15.86,182.7,1
20.89,210.5,0
26.32,112.7,0
22.59,237.2,0
34.80,151.0,0
2.23,182.2,0
9.18,256.5,0
8.69,262.5,0
36.23,292.8,0
4.43,206.5,0
16.08,152.0,0
10.25,238.0,1
20.09,129.9,0
37.71,186.2,0
32.32,148.2,0
12.12,117.4,0
36.00,154.7,0
14.66,138.7,1
32.30,298.5,0
11.13,292.6,0
3.97,284.1,0
7.08,159.3,1
10.51,170.8,0
4.99,103.0,1
15.16,279.4,0
12.48,107.3,0
16.68,142.0,0
35.65,284.8,0
12.55,287.7,0
13.64,221.1,0
8.96,285.9,1
27.39,203.5,0
39.17,176.5,1
10.75,153.3,0
24.09,247.6,0
8.37,253.2,0
19.16,106.1,0
22.15,227.8,0
11.77,283.1,0
23.41,261.7,1
6.01,105.4,0
35.75,123.6,1
22.29,290.0,0
22.69,295.1,0
23.16,274.9,0
33.50,225.9,0
17.93,230.7,0
8.24,137.9,0
36.57,148.3,1
36.96,260.9,0
18.35,173.5,0
1.85,218.5,0
29.33,162.6,0
13.46,229.6,1
32.04,200.4,0
22.79,152.2,0
25.58,277.0,0
35.99,198.9,1
20.16,122.7,0
24.05,181.1,1
32.91,191.5,0
